ItemIndex	BodyType	GroupName	GDP	SellType	SellPrices	PopPrice	GiftPrice	Not4Sale	Charm
274	2		0;110;866	7	2500;7500;22500	10			250
274	3		0;110;867	7	2500;7500;22500	10			250
274	4		0;110;868	7	2500;7500;22500	10			250
275	1	Quúnh L©u Trang	0;108;869	7	2500;7500;22500	10			250
275	2		0;108;870	7	2500;7500;22500	10			250
275	3		0;108;871	7	2500;7500;22500	10			250
275	4		0;108;872	7	2500;7500;22500	10			250
276	1		0;109;869	7	2500;7500;22500	10			250
276	2		0;109;870	7	2500;7500;22500	10			250
276	3		0;109;871	7	2500;7500;22500	10			250
276	4		0;109;872	7	2500;7500;22500	10			250
277	1		0;110;869	7	2500;7500;22500	10			250
277	2		0;110;870	7	2500;7500;22500	10			250
277	3		0;110;871	7	2500;7500;22500	10			250
277	4		0;110;872	7	2500;7500;22500	10			250
278	1	HuÖ Lan Trang	0;108;873	7	2500;7500;22500	10			250
278	2		0;108;874	7	2500;7500;22500	10			250
278	3		0;108;875	7	2500;7500;22500	10			250
278	4		0;108;876	7	2500;7500;22500	10			250
279	1		0;109;873	7	2500;7500;22500	10			250
279	2		0;109;874	7	2500;7500;22500	10			250
279	3		0;109;875	7	2500;7500;22500	10			250
279	4		0;109;876	7	2500;7500;22500	10			250
280	1		0;110;873	7	2500;7500;22500	10			250
280	2		0;110;874	7	2500;7500;22500	10			250
280	3		0;110;875	7	2500;7500;22500	10			250
280	4		0;110;876	7	2500;7500;22500	10			250
281	1	Tr­êng Kh«ng Trang	0;108;877	7	2500;7500;22500	10			250
281	2		0;108;878	7	2500;7500;22500	10			250
281	3		0;108;879	7	2500;7500;22500	10			250
281	4		0;108;880	7	2500;7500;22500	10			250
282	1		0;109;877	7	2500;7500;22500	10			250
282	2		0;109;878	7	2500;7500;22500	10			250
282	3		0;109;879	7	2500;7500;22500	10			250
282	4		0;109;880	7	2500;7500;22500	10			250
283	1		0;110;877	7	2500;7500;22500	10			250
283	2		0;110;878	7	2500;7500;22500	10			250
283	3		0;110;879	7	2500;7500;22500	10			250
283	4		0;110;880	7	2500;7500;22500	10			250
284	1	§»ng Tö Lan Trang	0;108;885	7	2500;7500;22500	10			250
284	2		0;108;886	7	2500;7500;22500	10			250
284	3		0;108;887	7	2500;7500;22500	10			250
284	4		0;108;888	7	2500;7500;22500	10			250
285	1		0;109;885	7	2500;7500;22500	10			250
285	2		0;109;886	7	2500;7500;22500	10			250
285	3		0;109;887	7	2500;7500;22500	10			250
285	4		0;109;888	7	2500;7500;22500	10			250
286	1		0;110;885	7	2500;7500;22500	10			250
286	2		0;110;886	7	2500;7500;22500	10			250
286	3		0;110;887	7	2500;7500;22500	10			250
286	4		0;110;888	7	2500;7500;22500	10			250
287	1	L­u Háa Trang	0;108;889	7	2500;7500;22500	10			250
287	2		0;108;890	7	2500;7500;22500	10			250
287	3		0;108;891	7	2500;7500;22500	10			250
287	4		0;108;892	7	2500;7500;22500	10			250
288	1		0;109;889	7	2500;7500;22500	10			250
288	2		0;109;890	7	2500;7500;22500	10			250
288	3		0;109;891	7	2500;7500;22500	10			250
288	4		0;109;892	7	2500;7500;22500	10			250
289	1		0;110;889	7	2500;7500;22500	10			250
289	2		0;110;890	7	2500;7500;22500	10			250
289	3		0;110;891	7	2500;7500;22500	10			250
289	4		0;110;892	7	2500;7500;22500	10			250
290	1	NguyÖt B¹ch Trang	0;108;893	7	2500;7500;22500	10			250
290	2		0;108;894	7	2500;7500;22500	10			250
290	3		0;108;895	7	2500;7500;22500	10			250
290	4		0;108;896	7	2500;7500;22500	10			250
291	1		0;109;893	7	2500;7500;22500	10			250
291	2		0;109;894	7	2500;7500;22500	10			250
291	3		0;109;895	7	2500;7500;22500	10			250
291	4		0;109;896	7	2500;7500;22500	10			250
292	1		0;110;893	7	2500;7500;22500	10			250
292	2		0;110;894	7	2500;7500;22500	10			250
292	3		0;110;895	7	2500;7500;22500	10			250
292	4		0;110;896	7	2500;7500;22500	10			250
293	1	C¬ Linh Trang	0;108;897	7	2500;7500;22500	10			250
293	2		0;108;898	7	2500;7500;22500	10			250
293	3		0;108;899	7	2500;7500;22500	10			250
293	4		0;108;900	7	2500;7500;22500	10			250
294	1		0;109;897	7	2500;7500;22500	10			250
294	2		0;109;898	7	2500;7500;22500	10			250
294	3		0;109;899	7	2500;7500;22500	10			250
294	4		0;109;900	7	2500;7500;22500	10			250
295	1		0;110;897	7	2500;7500;22500	10			250
295	2		0;110;898	7	2500;7500;22500	10			250
295	3		0;110;899	7	2500;7500;22500	10			250
295	4		0;110;900	7	2500;7500;22500	10			250
296	1	Thñ TuÕ TuyÕt Trang	0;108;905	7	2500;7500;22500	10			250
296	2		0;108;906	7	2500;7500;22500	10			250
296	3		0;108;907	7	2500;7500;22500	10			250
296	4		0;108;908	7	2500;7500;22500	10			250
297	1		0;109;905	7	2500;7500;22500	10			250
297	2		0;109;906	7	2500;7500;22500	10			250
297	3		0;109;907	7	2500;7500;22500	10			250
297	4		0;109;908	7	2500;7500;22500	10			250
298	1		0;110;905	7	2500;7500;22500	10			250
298	2		0;110;906	7	2500;7500;22500	10			250
298	3		0;110;907	7	2500;7500;22500	10			250
298	4		0;110;908	7	2500;7500;22500	10			250
299	1	H¹c Quy Trang	0;108;909	7	2500;7500;22500	10			250
299	2		0;108;910	7	2500;7500;22500	10			250
299	3		0;108;911	7	2500;7500;22500	10			250
299	4		0;108;912	7	2500;7500;22500	10			250
300	1		0;109;909	7	2500;7500;22500	10			250
300	2		0;109;910	7	2500;7500;22500	10			250
300	3		0;109;911	7	2500;7500;22500	10			250
300	4		0;109;912	7	2500;7500;22500	10			250
301	1		0;110;909	7	2500;7500;22500	10			250
301	2		0;110;910	7	2500;7500;22500	10			250
301	3		0;110;911	7	2500;7500;22500	10			250
301	4		0;110;912	7	2500;7500;22500	10			250
302	1	Thanh Vò Trang	0;108;913	7	2500;7500;22500	10			250
302	2		0;108;914	7	2500;7500;22500	10			250
302	3		0;108;915	7	2500;7500;22500	10			250
302	4		0;108;916	7	2500;7500;22500	10			250
303	1		0;109;913	7	2500;7500;22500	10			250
303	2		0;109;914	7	2500;7500;22500	10			250
303	3		0;109;915	7	2500;7500;22500	10			250
303	4		0;109;916	7	2500;7500;22500	10			250
304	1		0;110;913	7	2500;7500;22500	10			250
304	2		0;110;914	7	2500;7500;22500	10			250
304	3		0;110;915	7	2500;7500;22500	10			250
304	4		0;110;916	7	2500;7500;22500	10			250
305	1	Hång ¶nh Trang	0;108;917	7	2500;7500;22500	10			250
305	2		0;108;918	7	2500;7500;22500	10			250
305	3		0;108;919	7	2500;7500;22500	10			250
305	4		0;108;920	7	2500;7500;22500	10			250
306	1		0;109;917	7	2500;7500;22500	10			250
306	2		0;109;918	7	2500;7500;22500	10			250
306	3		0;109;919	7	2500;7500;22500	10			250
306	4		0;109;920	7	2500;7500;22500	10			250
307	1		0;110;917	7	2500;7500;22500	10			250
307	2		0;110;918	7	2500;7500;22500	10			250
307	3		0;110;919	7	2500;7500;22500	10			250
307	4		0;110;920	7	2500;7500;22500	10			250
308	1	Nh¹n Kh©u Trang	0;108;921	7	2500;7500;22500	10			250
308	2		0;108;922	7	2500;7500;22500	10			250
308	3		0;108;923	7	2500;7500;22500	10			250
308	4		0;108;924	7	2500;7500;22500	10			250
309	1		0;109;921	7	2500;7500;22500	10			250
309	2		0;109;922	7	2500;7500;22500	10			250
309	3		0;109;923	7	2500;7500;22500	10			250
309	4		0;109;924	7	2500;7500;22500	10			250
310	1		0;110;921	7	2500;7500;22500	10			250
310	2		0;110;922	7	2500;7500;22500	10			250
310	3		0;110;923	7	2500;7500;22500	10			250
310	4		0;110;924	7	2500;7500;22500	10			250
311	1	Gi¶n Thanh Trang	0;108;925	7	2500;7500;22500	10			250
311	2		0;108;926	7	2500;7500;22500	10			250
311	3		0;108;927	7	2500;7500;22500	10			250
311	4		0;108;928	7	2500;7500;22500	10			250
312	1		0;109;925	7	2500;7500;22500	10			250
312	2		0;109;926	7	2500;7500;22500	10			250
312	3		0;109;927	7	2500;7500;22500	10			250
312	4		0;109;928	7	2500;7500;22500	10			250
313	1		0;110;925	7	2500;7500;22500	10			250
313	2		0;110;926	7	2500;7500;22500	10			250
313	3		0;110;927	7	2500;7500;22500	10			250
313	4		0;110;928	7	2500;7500;22500	10			250
314	1	§µo YÓu Trang	0;108;933	7	2500;7500;22500	10			250
314	2		0;108;934	7	2500;7500;22500	10			250
314	3		0;108;935	7	2500;7500;22500	10			250
314	4		0;108;936	7	2500;7500;22500	10			250
315	1		0;109;933	7	2500;7500;22500	10			250
315	2		0;109;934	7	2500;7500;22500	10			250
315	3		0;109;935	7	2500;7500;22500	10			250
315	4		0;109;936	7	2500;7500;22500	10			250
316	1		0;110;933	7	2500;7500;22500	10			250
316	2		0;110;934	7	2500;7500;22500	10			250
316	3		0;110;935	7	2500;7500;22500	10			250
316	4		0;110;936	7	2500;7500;22500	10			250
317	1	VÖ quèc trang	0;108;941	7	2500;7500;22500	10			250
317	2		0;108;942	7	2500;7500;22500	10			250
317	3		0;108;943	7	2500;7500;22500	10			250
317	4		0;108;944	7	2500;7500;22500	10			250
318	1		0;109;941	7	2500;7500;22500	10			250
318	2		0;109;942	7	2500;7500;22500	10			250
318	3		0;109;943	7	2500;7500;22500	10			250
318	4		0;109;944	7	2500;7500;22500	10			250
319	1		0;110;941	7	2500;7500;22500	10			250
319	2		0;110;942	7	2500;7500;22500	10			250
319	3		0;110;943	7	2500;7500;22500	10			250
319	4		0;110;944	7	2500;7500;22500	10			250
320	1	Dao Ca Trang	0;108;957	7	2500;7500;22500	10			250
320	2		0;108;958	7	2500;7500;22500	10			250
320	3		0;108;959	7	2500;7500;22500	10			250
320	4		0;108;960	7	2500;7500;22500	10			250
321	1		0;109;957	7	2500;7500;22500	10			250
321	2		0;109;958	7	2500;7500;22500	10			250
321	3		0;109;959	7	2500;7500;22500	10			250
321	4		0;109;960	7	2500;7500;22500	10			250
322	1		0;110;957	7	2500;7500;22500	10			250
322	2		0;110;958	7	2500;7500;22500	10			250
322	3		0;110;959	7	2500;7500;22500	10			250
322	4		0;110;960	7	2500;7500;22500	10			250
323	1	B¹ch Lé Trang	0;108;961	7	2500;7500;22500	10			250
323	2		0;108;962	7	2500;7500;22500	10			250
323	3		0;108;963	7	2500;7500;22500	10			250
323	4		0;108;964	7	2500;7500;22500	10			250
324	1		0;109;961	7	2500;7500;22500	10			250
324	2		0;109;962	7	2500;7500;22500	10			250
324	3		0;109;963	7	2500;7500;22500	10			250
324	4		0;109;964	7	2500;7500;22500	10			250
325	1		0;110;961	7	2500;7500;22500	10			250
325	2		0;110;962	7	2500;7500;22500	10			250
325	3		0;110;963	7	2500;7500;22500	10			250
325	4		0;110;964	7	2500;7500;22500	10			250
326	1	Khinh Yªn Khè	0;108;965	7	2500;7500;22500	10			250
326	2		0;108;966	7	2500;7500;22500	10			250
326	3		0;108;967	7	2500;7500;22500	10			250
326	4		0;108;968	7	2500;7500;22500	10			250
327	1		0;109;965	7	2500;7500;22500	10			250
327	2		0;109;966	7	2500;7500;22500	10			250
327	3		0;109;967	7	2500;7500;22500	10			250
327	4		0;109;968	7	2500;7500;22500	10			250
328	1		0;110;965	7	2500;7500;22500	10			250
328	2		0;110;966	7	2500;7500;22500	10			250
328	3		0;110;967	7	2500;7500;22500	10			250
328	4		0;110;968	7	2500;7500;22500	10			250
329	1	Di ThÕ Trang	0;108;969	7	2500;7500;22500	10			250
329	2		0;108;970	7	2500;7500;22500	10			250
329	3		0;108;971	7	2500;7500;22500	10			250
329	4		0;108;972	7	2500;7500;22500	10			250
330	1		0;109;969	7	2500;7500;22500	10			250
330	2		0;109;970	7	2500;7500;22500	10			250
330	3		0;109;971	7	2500;7500;22500	10			250
330	4		0;109;972	7	2500;7500;22500	10			250
331	1		0;110;969	7	2500;7500;22500	10			250
331	2		0;110;970	7	2500;7500;22500	10			250
331	3		0;110;971	7	2500;7500;22500	10			250
331	4		0;110;972	7	2500;7500;22500	10			250
332	1	Phong Hång Khè	0;108;973	7	2500;7500;22500	10			250
332	2		0;108;974	7	2500;7500;22500	10			250
332	3		0;108;975	7	2500;7500;22500	10			250
332	4		0;108;976	7	2500;7500;22500	10			250
333	1		0;109;973	7	2500;7500;22500	10			250
333	2		0;109;974	7	2500;7500;22500	10			250
333	3		0;109;975	7	2500;7500;22500	10			250
333	4		0;109;976	7	2500;7500;22500	10			250
334	1		0;110;973	7	2500;7500;22500	10			250
334	2		0;110;974	7	2500;7500;22500	10			250
334	3		0;110;975	7	2500;7500;22500	10			250
334	4		0;110;976	7	2500;7500;22500	10			250
335	1	XÝch T©m Trang	0;108;977	7	2500;7500;22500	10			250
335	2		0;108;978	7	2500;7500;22500	10			250
335	3		0;108;979	7	2500;7500;22500	10			250
335	4		0;108;980	7	2500;7500;22500	10			250
336	1		0;109;977	7	2500;7500;22500	10			250
336	2		0;109;978	7	2500;7500;22500	10			250
336	3		0;109;979	7	2500;7500;22500	10			250
336	4		0;109;980	7	2500;7500;22500	10			250
337	1		0;110;977	7	2500;7500;22500	10			250
337	2		0;110;978	7	2500;7500;22500	10			250
337	3		0;110;979	7	2500;7500;22500	10			250
337	4		0;110;980	7	2500;7500;22500	10			250
338	1	NguyÖt L¹c Trang	0;108;981	7	2500;7500;22500	10			250
338	2		0;108;982	7	2500;7500;22500	10			250
338	3		0;108;983	7	2500;7500;22500	10			250
338	4		0;108;984	7	2500;7500;22500	10			250
339	1		0;109;981	7	2500;7500;22500	10			250
339	2		0;109;982	7	2500;7500;22500	10			250
339	3		0;109;983	7	2500;7500;22500	10			250
339	4		0;109;984	7	2500;7500;22500	10			250
340	1		0;110;981	7	2500;7500;22500	10			250
340	2		0;110;982	7	2500;7500;22500	10			250
340	3		0;110;983	7	2500;7500;22500	10			250
340	4		0;110;984	7	2500;7500;22500	10			250
341	1	D¹ Ch©u Trang	0;108;989	7	2500;7500;22500	10			250
341	2		0;108;990	7	2500;7500;22500	10			250
341	3		0;108;991	7	2500;7500;22500	10			250
341	4		0;108;992	7	2500;7500;22500	10			250
342	1		0;109;989	7	2500;7500;22500	10			250
342	2		0;109;990	7	2500;7500;22500	10			250
342	3		0;109;991	7	2500;7500;22500	10			250
342	4		0;109;992	7	2500;7500;22500	10			250
343	1		0;110;989	7	2500;7500;22500	10			250
343	2		0;110;990	7	2500;7500;22500	10			250
343	3		0;110;991	7	2500;7500;22500	10			250
343	4		0;110;992	7	2500;7500;22500	10			250
344	1	Chu BÝch Trang	0;108;1001	7	2500;7500;22500	10			250
344	2		0;108;1002	7	2500;7500;22500	10			250
344	3		0;108;1003	7	2500;7500;22500	10			250
344	4		0;108;1004	7	2500;7500;22500	10			250
345	1		0;109;1001	7	2500;7500;22500	10			250
345	2		0;109;1002	7	2500;7500;22500	10			250
345	3		0;109;1003	7	2500;7500;22500	10			250
345	4		0;109;1004	7	2500;7500;22500	10			250
346	1		0;110;1001	7	2500;7500;22500	10			250
346	2		0;110;1002	7	2500;7500;22500	10			250
346	3		0;110;1003	7	2500;7500;22500	10			250
346	4		0;110;1004	7	2500;7500;22500	10			250
347	1	VÞ ¦¬ng Trang	0;108;1013	7	2500;7500;22500	10			250
347	2		0;108;1014	7	2500;7500;22500	10			250
347	3		0;108;1015	7	2500;7500;22500	10			250
347	4		0;108;1016	7	2500;7500;22500	10			250
348	1		0;109;1013	7	2500;7500;22500	10			250
348	2		0;109;1014	7	2500;7500;22500	10			250
348	3		0;109;1015	7	2500;7500;22500	10			250
348	4		0;109;1016	7	2500;7500;22500	10			250
349	1		0;110;1013	7	2500;7500;22500	10			250
349	2		0;110;1014	7	2500;7500;22500	10			250
349	3		0;110;1015	7	2500;7500;22500	10			250
349	4		0;110;1016	7	2500;7500;22500	10			250
350	1	Ngäc Kim Trang	0;108;1017	7	2500;7500;22500	10			250
350	2		0;108;1018	7	2500;7500;22500	10			250
350	3		0;108;1019	7	2500;7500;22500	10			250
350	4		0;108;1020	7	2500;7500;22500	10			250
351	1		0;109;1017	7	2500;7500;22500	10			250
351	2		0;109;1018	7	2500;7500;22500	10			250
351	3		0;109;1019	7	2500;7500;22500	10			250
351	4		0;109;1020	7	2500;7500;22500	10			250
352	1		0;110;1017	7	2500;7500;22500	10			250
352	2		0;110;1018	7	2500;7500;22500	10			250
352	3		0;110;1019	7	2500;7500;22500	10			250
352	4		0;110;1020	7	2500;7500;22500	10			250
353	1	L¨ng S­¬ng Trang	0;108;1025	7	2500;7500;22500	10			250
353	2		0;108;1026	7	2500;7500;22500	10			250
353	3		0;108;1027	7	2500;7500;22500	10			250
353	4		0;108;1028	7	2500;7500;22500	10			250
354	1		0;109;1025	7	2500;7500;22500	10			250
354	2		0;109;1026	7	2500;7500;22500	10			250
354	3		0;109;1027	7	2500;7500;22500	10			250
354	4		0;109;1028	7	2500;7500;22500	10			250
355	1		0;110;1025	7	2500;7500;22500	10			250
355	2		0;110;1026	7	2500;7500;22500	10			250
355	3		0;110;1027	7	2500;7500;22500	10			250
355	4		0;110;1028	7	2500;7500;22500	10			250
356	1	Thu TÞch Trang	0;108;1029	7	2500;7500;22500	10			250
356	2		0;108;1030	7	2500;7500;22500	10			250
356	3		0;108;1031	7	2500;7500;22500	10			250
356	4		0;108;1032	7	2500;7500;22500	10			250
357	1		0;109;1029	7	2500;7500;22500	10			250
357	2		0;109;1030	7	2500;7500;22500	10			250
357	3		0;109;1031	7	2500;7500;22500	10			250
357	4		0;109;1032	7	2500;7500;22500	10			250
358	1		0;110;1029	7	2500;7500;22500	10			250
358	2		0;110;1030	7	2500;7500;22500	10			250
358	3		0;110;1031	7	2500;7500;22500	10			250
358	4		0;110;1032	7	2500;7500;22500	10			250
359	1	Vò Ch©u Tran	0;108;1033	7	2500;7500;22500	10			250
359	2		0;108;1034	7	2500;7500;22500	10			250
359	3		0;108;1035	7	2500;7500;22500	10			250
359	4		0;108;1036	7	2500;7500;22500	10			250
360	1		0;109;1033	7	2500;7500;22500	10			250
360	2		0;109;1034	7	2500;7500;22500	10			250
360	3		0;109;1035	7	2500;7500;22500	10			250
360	4		0;109;1036	7	2500;7500;22500	10			250
361	1		0;110;1033	7	2500;7500;22500	10			250
361	2		0;110;1034	7	2500;7500;22500	10			250
361	3		0;110;1035	7	2500;7500;22500	10			250
361	4		0;110;1036	7	2500;7500;22500	10			250
362	1	Hßa Phong Trang	0;108;1037	7	2500;7500;22500	10			250
362	2		0;108;1038	7	2500;7500;22500	10			250
362	3		0;108;1039	7	2500;7500;22500	10			250
362	4		0;108;1040	7	2500;7500;22500	10			250
363	1		0;109;1037	7	2500;7500;22500	10			250
363	2		0;109;1038	7	2500;7500;22500	10			250
363	3		0;109;1039	7	2500;7500;22500	10			250
363	4		0;109;1040	7	2500;7500;22500	10			250
364	1		0;110;1037	7	2500;7500;22500	10			250
364	2		0;110;1038	7	2500;7500;22500	10			250
364	3		0;110;1039	7	2500;7500;22500	10			250
364	4		0;110;1040	7	2500;7500;22500	10			250
365	1	Yªn Vò Trang	0;108;1045	7	2500;7500;22500	10			250
365	2		0;108;1046	7	2500;7500;22500	10			250
365	3		0;108;1047	7	2500;7500;22500	10			250
365	4		0;108;1048	7	2500;7500;22500	10			250
366	1		0;109;1045	7	2500;7500;22500	10			250
366	2		0;109;1046	7	2500;7500;22500	10			250
366	3		0;109;1047	7	2500;7500;22500	10			250
366	4		0;109;1048	7	2500;7500;22500	10			250
367	1		0;110;1045	7	2500;7500;22500	10			250
367	2		0;110;1046	7	2500;7500;22500	10			250
367	3		0;110;1047	7	2500;7500;22500	10			250
367	4		0;110;1048	7	2500;7500;22500	10			250
368	1	Phong Tróc Trang	0;108;1049	7	2500;7500;22500	10			250
368	2		0;108;1050	7	2500;7500;22500	10			250
368	3		0;108;1051	7	2500;7500;22500	10			250
368	4		0;108;1052	7	2500;7500;22500	10			250
369	1		0;109;1049	7	2500;7500;22500	10			250
369	2		0;109;1050	7	2500;7500;22500	10			250
369	3		0;109;1051	7	2500;7500;22500	10			250
369	4		0;109;1052	7	2500;7500;22500	10			250
370	1		0;110;1049	7	2500;7500;22500	10			250
370	2		0;110;1050	7	2500;7500;22500	10			250
370	3		0;110;1051	7	2500;7500;22500	10			250
370	4		0;110;1052	7	2500;7500;22500	10			250
371	1	ChiÕu Yªn Trang	0;108;1057	7	2500;7500;22500	10			250
371	2		0;108;1058	7	2500;7500;22500	10			250
371	3		0;108;1059	7	2500;7500;22500	10			250
371	4		0;108;1060	7	2500;7500;22500	10			250
372	1		0;109;1057	7	2500;7500;22500	10			250
372	2		0;109;1058	7	2500;7500;22500	10			250
372	3		0;109;1059	7	2500;7500;22500	10			250
372	4		0;109;1060	7	2500;7500;22500	10			250
373	1		0;110;1057	7	2500;7500;22500	10			250
373	2		0;110;1058	7	2500;7500;22500	10			250
373	3		0;110;1059	7	2500;7500;22500	10			250
373	4		0;110;1060	7	2500;7500;22500	10			250
374	1	Doanh Tô Trang	0;108;1061	7	2500;7500;22500	10			250
374	2		0;108;1062	7	2500;7500;22500	10			250
374	3		0;108;1063	7	2500;7500;22500	10			250
374	4		0;108;1064	7	2500;7500;22500	10			250
375	1		0;109;1061	7	2500;7500;22500	10			250
375	2		0;109;1062	7	2500;7500;22500	10			250
375	3		0;109;1063	7	2500;7500;22500	10			250
375	4		0;109;1064	7	2500;7500;22500	10			250
376	1		0;110;1061	7	2500;7500;22500	10			250
376	2		0;110;1062	7	2500;7500;22500	10			250
376	3		0;110;1063	7	2500;7500;22500	10			250
376	4		0;110;1064	7	2500;7500;22500	10			250
377	1	Tµn Hµ Trang	0;108;1065	7	2500;7500;22500	10			250
377	2		0;108;1066	7	2500;7500;22500	10			250
377	3		0;108;1067	7	2500;7500;22500	10			250
377	4		0;108;1068	7	2500;7500;22500	10			250
378	1		0;109;1065	7	2500;7500;22500	10			250
378	2		0;109;1066	7	2500;7500;22500	10			250
378	3		0;109;1067	7	2500;7500;22500	10			250
378	4		0;109;1068	7	2500;7500;22500	10			250
379	1		0;110;1065	7	2500;7500;22500	10			250
379	2		0;110;1066	7	2500;7500;22500	10			250
379	3		0;110;1067	7	2500;7500;22500	10			250
379	4		0;110;1068	7	2500;7500;22500	10			250
380	1	Mé Hµn Trang	0;108;1069	7	2500;7500;22500	10			250
380	2		0;108;1070	7	2500;7500;22500	10			250
380	3		0;108;1071	7	2500;7500;22500	10			250
380	4		0;108;1072	7	2500;7500;22500	10			250
381	1		0;109;1069	7	2500;7500;22500	10			250
381	2		0;109;1070	7	2500;7500;22500	10			250
381	3		0;109;1071	7	2500;7500;22500	10			250
381	4		0;109;1072	7	2500;7500;22500	10			250
382	1		0;110;1069	7	2500;7500;22500	10			250
382	2		0;110;1070	7	2500;7500;22500	10			250
382	3		0;110;1071	7	2500;7500;22500	10			250
382	4		0;110;1072	7	2500;7500;22500	10			250
383	1	B¹ch Sa Trang	0;108;1073	7	2500;7500;22500	10			250
383	2		0;108;1074	7	2500;7500;22500	10			250
383	3		0;108;1075	7	2500;7500;22500	10			250
383	4		0;108;1076	7	2500;7500;22500	10			250
384	1		0;109;1073	7	2500;7500;22500	10			250
384	2		0;109;1074	7	2500;7500;22500	10			250
384	3		0;109;1075	7	2500;7500;22500	10			250
384	4		0;109;1076	7	2500;7500;22500	10			250
385	1		0;110;1073	7	2500;7500;22500	10			250
385	2		0;110;1074	7	2500;7500;22500	10			250
385	3		0;110;1075	7	2500;7500;22500	10			250
385	4		0;110;1076	7	2500;7500;22500	10			250
386	1	Mai LiÔu Trang	0;108;1077	7	2500;7500;22500	10			250
386	2		0;108;1078	7	2500;7500;22500	10			250
386	3		0;108;1079	7	2500;7500;22500	10			250
386	4		0;108;1080	7	2500;7500;22500	10			250
387	1		0;109;1077	7	2500;7500;22500	10			250
387	2		0;109;1078	7	2500;7500;22500	10			250
387	3		0;109;1079	7	2500;7500;22500	10			250
387	4		0;109;1080	7	2500;7500;22500	10			250
388	1		0;110;1077	7	2500;7500;22500	10			250
388	2		0;110;1078	7	2500;7500;22500	10			250
388	3		0;110;1079	7	2500;7500;22500	10			250
388	4		0;110;1080	7	2500;7500;22500	10			250
389	1	Hµn Giang Trang	0;108;1081	7	2500;7500;22500	10			250
389	2		0;108;1082	7	2500;7500;22500	10			250
389	3		0;108;1083	7	2500;7500;22500	10			250
389	4		0;108;1084	7	2500;7500;22500	10			250
390	1		0;109;1081	7	2500;7500;22500	10			250
390	2		0;109;1082	7	2500;7500;22500	10			250
390	3		0;109;1083	7	2500;7500;22500	10			250
390	4		0;109;1084	7	2500;7500;22500	10			250
391	1		0;110;1081	7	2500;7500;22500	10			250
391	2		0;110;1082	7	2500;7500;22500	10			250
391	3		0;110;1083	7	2500;7500;22500	10			250
391	4		0;110;1084	7	2500;7500;22500	10			250
392	1	§µm H­¬ng Trang	0;108;1085	7	2500;7500;22500	10			250
392	2		0;108;1086	7	2500;7500;22500	10			250
392	3		0;108;1087	7	2500;7500;22500	10			250
392	4		0;108;1088	7	2500;7500;22500	10			250
393	1		0;109;1085	7	2500;7500;22500	10			250
393	2		0;109;1086	7	2500;7500;22500	10			250
393	3		0;109;1087	7	2500;7500;22500	10			250
393	4		0;109;1088	7	2500;7500;22500	10			250
394	1		0;110;1085	7	2500;7500;22500	10			250
394	2		0;110;1086	7	2500;7500;22500	10			250
394	3		0;110;1087	7	2500;7500;22500	10			250
394	4		0;110;1088	7	2500;7500;22500	10			250
395	1	V·n V©n Trang	0;108;1089	7	2500;7500;22500	10			250
395	2		0;108;1090	7	2500;7500;22500	10			250
395	3		0;108;1091	7	2500;7500;22500	10			250
395	4		0;108;1092	7	2500;7500;22500	10			250
396	1		0;109;1089	7	2500;7500;22500	10			250
396	2		0;109;1090	7	2500;7500;22500	10			250
396	3		0;109;1091	7	2500;7500;22500	10			250
396	4		0;109;1092	7	2500;7500;22500	10			250
397	1		0;110;1089	7	2500;7500;22500	10			250
397	2		0;110;1090	7	2500;7500;22500	10			250
397	3		0;110;1091	7	2500;7500;22500	10			250
397	4		0;110;1092	7	2500;7500;22500	10			250
398	1	BÝch Tiªu Trang	0;108;1093	7	2500;7500;22500	10			250
398	2		0;108;1094	7	2500;7500;22500	10			250
398	3		0;108;1095	7	2500;7500;22500	10			250
398	4		0;108;1096	7	2500;7500;22500	10			250
399	1		0;109;1093	7	2500;7500;22500	10			250
399	2		0;109;1094	7	2500;7500;22500	10			250
399	3		0;109;1095	7	2500;7500;22500	10			250
399	4		0;109;1096	7	2500;7500;22500	10			250
400	1		0;110;1093	7	2500;7500;22500	10			250
400	2		0;110;1094	7	2500;7500;22500	10			250
400	3		0;110;1095	7	2500;7500;22500	10			250
400	4		0;110;1096	7	2500;7500;22500	10			250
401	1	C« Thµnh Trang	0;108;1097	7	2500;7500;22500	10			250
401	2		0;108;1098	7	2500;7500;22500	10			250
401	3		0;108;1099	7	2500;7500;22500	10			250
401	4		0;108;1100	7	2500;7500;22500	10			250
402	1		0;109;1097	7	2500;7500;22500	10			250
402	2		0;109;1098	7	2500;7500;22500	10			250
402	3		0;109;1099	7	2500;7500;22500	10			250
402	4		0;109;1100	7	2500;7500;22500	10			250
403	1		0;110;1097	7	2500;7500;22500	10			250
403	2		0;110;1098	7	2500;7500;22500	10			250
403	3		0;110;1099	7	2500;7500;22500	10			250
403	4		0;110;1100	7	2500;7500;22500	10			250
404	1	Mé Vò Trang	0;108;1101	7	2500;7500;22500	10			250
404	2		0;108;1102	7	2500;7500;22500	10			250
404	3		0;108;1103	7	2500;7500;22500	10			250
404	4		0;108;1104	7	2500;7500;22500	10			250
405	1		0;109;1101	7	2500;7500;22500	10			250
405	2		0;109;1102	7	2500;7500;22500	10			250
405	3		0;109;1103	7	2500;7500;22500	10			250
